,term,coef,antonyms,antonym_source,annotated_causal_from_vocab,annotated_causal_from_train,annotated_causal_from_top,top_term,closest_ops_sim
1089,seem,-0.215,"{'disagree': 0.225, 'simple': 0.516, 'buy': 0.169, 'better': 0.257, 'praise': 0.513, 'increase': 0.226, 'focus': 0.208, 'change': 0.21}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1090,saturday,-0.21600000000000003,{'day': 0.351},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1091,dance,-0.217,"{'rise': 0.159, 'follow': 0.245}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1092,curio,-0.218,"{'unexpected': 0.263, 'strength': 0.357, 'beginning': 0.199, 'middle': 0.194}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1093,point,-0.218,{'right': 0.233},antonym,0.0,0.0,0.0,0.0,0.0
1094,redundant,-0.218,"{'necessary': 0.327, 'essential': 0.208}",antonym,0.0,0.0,0.0,0.0,0.0
1095,bizarre,-0.21899999999999997,{'tough': 0.329},antonym,1.0,1.0,0.0,0.0,0.919
1096,liberal,-0.21899999999999997,"{'timid': 0.218, 'right': 0.233}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1097,tortures,-0.21899999999999997,{'pleasure': 0.408},antonym,1.0,1.0,0.0,0.0,0.0
1098,trying,-0.21899999999999997,{'easy': 0.679},antonym,0.0,0.0,0.0,0.0,0.0
1099,dragged,-0.22,{'disagree': 0.225},antonym,0.0,0.0,0.0,0.0,0.0
1100,instant,-0.22,"{'former': 0.8, 'superior': 0.431, 'dry': 0.197, 'tasteful': 0.224}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1101,compensate,-0.221,{'inaccurate': 0.196},antonym,0.0,0.0,0.0,0.0,0.0
1102,credible,-0.222,{'incredible': 0.686},antonym,0.0,0.0,0.0,0.0,0.0
1103,same,-0.222,{'other': 0.376},antonym,0.0,0.0,0.0,0.0,0.0
1104,backdrops,-0.223,"{'day': 0.351, 'figure': 1.145}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1105,evils,-0.223,"{'right': 0.233, 'good': 1.191}",antonym,0.0,0.0,0.0,0.0,0.0
1106,spell,-0.223,{'disagree': 0.225},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1107,subsequent,-0.223,"{'basic': 0.405, 'essential': 0.208}",antonym,0.0,0.0,0.0,0.0,0.0
1108,viewer,-0.223,"{'beautiful': 1.276, 'male': 0.267}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1109,cans,-0.22399999999999998,{'rise': 0.159},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1110,much,-0.22399999999999998,"{'necessary': 0.327, 'many': 0.203}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1111,terrifying,-0.22399999999999998,"{'encourage': 0.151, 'hope': 0.205}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1112,bats,-0.225,{'clean': 0.79},antonym,0.0,0.0,0.0,0.0,0.0
1113,dick,-0.225,{'disagree': 0.225},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1114,grant,-0.225,{'enjoy': 0.396},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1115,irony,-0.225,{'leave': 0.224},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1116,sacrifices,-0.225,{'buy': 0.169},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1117,turn,-0.225,{'promote': 0.244},antonym,0.0,0.0,0.0,0.0,0.0
1118,union,-0.225,"{'finish': 0.874, 'universal': 0.182}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1119,bitch,-0.226,"{'complex': 0.323, 'follow': 0.245}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1120,debut,-0.226,"{'finish': 0.874, 'end': 0.428}",antonym,0.0,0.0,0.0,0.0,0.0
1121,follows,-0.226,{'raise': 0.173},antonym,0.0,0.0,0.0,0.0,0.0
1122,figured,-0.22699999999999998,{'new': 0.213},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1123,harsh,-0.22699999999999998,"{'pleasant': 1.106, 'superior': 0.431}",antonym,0.0,0.0,0.0,0.0,0.0
1124,ready,-0.22699999999999998,"{'cross': 0.214, 'new': 0.213, 'prepared': 1.03}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1125,requires,-0.22699999999999998,"{'block': 0.313, 'inaccurate': 0.196}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1126,scene,-0.22699999999999998,{'day': 0.351},antonym,0.0,0.0,0.0,0.0,0.0
1127,serial,-0.22699999999999998,"{'parent': 0.162, 'block': 0.313}",antonym,0.0,0.0,0.0,0.0,0.0
1128,fat,-0.228,"{'light': 0.157, 'high': 0.418, 'important': 0.151, 'smart': 0.833, 'hopeless': 0.159, 'clear': 0.402}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1129,fatal,-0.228,{'male': 0.267},antonym,0.0,0.0,0.0,0.0,0.0
1130,goofy,-0.228,"{'smart': 0.833, 'cool': 0.838, 'clean': 0.79}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
1131,argument,-0.22899999999999998,{'truth': 0.156},antonym,0.0,0.0,0.0,0.0,0.0
1132,hints,-0.22899999999999998,{'rise': 0.159},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1133,lesson,-0.22899999999999998,{'buy': 0.169},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1134,struggle,-0.22899999999999998,{'fire': 0.236},antonym,0.0,0.0,0.0,0.0,0.0
1135,weakest,-0.22899999999999998,"{'tough': 0.329, 'powerful': 1.169, 'strong': 0.651}",antonym,1.0,0.0,0.0,0.0,0.0
1136,amateurish,-0.23,"{'professional': 0.89, 'competent': 0.191, 'good': 1.191}",antonym,1.0,1.0,0.0,0.0,0.0
1137,discover,-0.23,{'praise': 0.513},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1138,holding,-0.23,{'strength': 0.357},antonym,0.0,0.0,0.0,0.0,0.0
1139,material,-0.23,"{'male': 0.267, 'cool': 0.838, 'dry': 0.197, 'follow': 0.245, 'national': 0.179, 'finish': 0.874, 'increase': 0.226}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1140,sassy,-0.23,"{'timid': 0.218, 'pleasure': 0.408, 'dry': 0.197}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1141,seemed,-0.23,"{'disagree': 0.225, 'simple': 0.516, 'buy': 0.169, 'better': 0.257, 'praise': 0.513, 'increase': 0.226, 'focus': 0.208, 'change': 0.21}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1142,exists,-0.231,"{'change': 0.21, 'disagree': 0.225, 'leave': 0.224, 'mind': 0.324, 'action': 0.211, 'attack': 0.28}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1143,under,-0.231,"{'high': 0.418, 'superior': 0.431}",antonym,0.0,0.0,0.0,0.0,0.0
1144,con,-0.23199999999999998,"{'pro': 0.178, 'long': 0.312}",antonym,0.0,0.0,0.0,0.0,0.877
1145,decide,-0.23199999999999998,"{'increase': 0.226, 'soft': 0.905, 'block': 0.313, 'disagree': 0.225, 'inaccurate': 0.196, 'relevant': 1.131, 'beginning': 0.199, 'middle': 0.194}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1146,dud,-0.23199999999999998,{'winner': 0.375},antonym,0.0,0.0,0.0,0.0,0.0
1147,pregnancy,-0.233,"{'end': 0.428, 'beginning': 0.199, 'raise': 0.173, 'male': 0.267, 'universal': 0.182, 'best': 1.267}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1148,build,-0.23399999999999999,{'focus': 0.208},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1149,drab,-0.23399999999999999,{'lively': 0.302},antonym,1.0,0.0,0.0,0.0,0.0
1150,carrying,-0.235,{'right': 0.233},antonym,0.0,0.0,0.0,0.0,0.0
1151,hitting,-0.235,{'rise': 0.159},antonym,0.0,0.0,0.0,0.0,0.0
1152,wins,-0.235,"{'right': 0.233, 'attack': 0.28, 'block': 0.313, 'relax': 0.853, 'middle': 0.194}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1153,comparison,-0.23600000000000002,"{'connected': 0.264, 'forget': 1.261, 'addition': 0.382}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1154,feed,-0.23600000000000002,{'dry': 0.197},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1155,tool,-0.23600000000000002,"{'rise': 0.159, 'high': 0.418, 'die': 0.407, 'good': 1.191, 'harmless': 0.257, 'interest': 0.472, 'increase': 0.226, 'twist': 0.306, 'truth': 0.156, 'cool': 0.838}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1156,woefully,-0.23600000000000002,{'happily': 0.333},antonym,0.0,0.0,0.0,0.0,0.0
1157,overrated,-0.237,"{'better': 0.257, 'light': 0.157}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1158,primitive,-0.237,"{'late': 0.157, 'male': 0.267}",antonym,0.0,0.0,0.0,0.0,0.0
1159,provides,-0.237,"{'block': 0.313, 'freeze': 0.24, 'separate': 0.217, 'better': 0.257, 'disagree': 0.225, 'necessary': 0.327, 'status': 0.227, 'increase': 0.226, 'end': 0.428, 'human': 0.489, 'silence': 0.165, 'follow': 0.245, 'beginning': 0.199, 'tasteful': 0.224, 'truth': 0.156, 'pro': 0.178, 'fire': 0.236, 'long': 0.312, 'high': 0.418, 'intense': 0.572, 'surface': 0.241, 'focus': 0.208, 'universal': 0.182}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1160,taxi,-0.237,{'rise': 0.159},antonym,0.0,0.0,0.0,0.0,0.0
1161,unnatural,-0.237,{'natural': 0.186},antonym,1.0,0.0,0.0,0.0,0.0
1162,generation,-0.23800000000000002,"{'timid': 0.218, 'rich': 0.369}",synonym_antonym,0.0,0.0,0.0,1.0,0.0
1163,husband,-0.23800000000000002,{'absolute': 0.236},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1164,near,-0.23800000000000002,"{'cool': 0.838, 'full': 0.252, 'right': 0.233}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1165,ripped,-0.239,"{'end': 0.428, 'relax': 0.853}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1166,slowly,-0.239,{'early': 0.361},antonym,0.0,0.0,0.0,0.0,0.0
1167,turkey,-0.24,"{'success': 0.485, 'rise': 0.159}",antonym,0.0,0.0,0.0,0.0,0.0
1168,advances,-0.24100000000000002,"{'rise': 0.159, 'follow': 0.245}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1169,glorious,-0.24100000000000002,"{'questionable': 0.248, 'dry': 0.197}",synonym_antonym,1.0,0.0,0.0,0.0,0.0
1170,group,-0.24100000000000002,"{'parent': 0.162, 'block': 0.313, 'freeze': 0.24, 'timid': 0.218, 'right': 0.233, 'increase': 0.226, 'rich': 0.369, 'finish': 0.874, 'varied': 0.241, 'reality': 0.769}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1171,songs,-0.24100000000000002,"{'soft': 0.905, 'praise': 0.513, 'attack': 0.28, 'happiness': 0.323, 'beginning': 0.199, 'middle': 0.194, 'relax': 0.853, 'professional': 0.89, 'cool': 0.838}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1172,fantasy,-0.242,"{'real': 0.164, 'creative': 0.503}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1173,link,-0.242,"{'forget': 1.261, 'welcome': 0.267, 'disagree': 0.225, 'nice': 0.42}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1174,random,-0.242,{'careful': 0.288},antonym,0.0,0.0,0.0,0.0,0.0
1175,shifts,-0.242,"{'rise': 0.159, 'follow': 0.245}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1176,compelled,-0.243,"{'rise': 0.159, 'follow': 0.245, 'tasteful': 0.224, 'buy': 0.169, 'cool': 0.838, 'love': 1.129, 'opening': 0.234}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1177,side,-0.243,{'die': 0.407},antonym,0.0,0.0,0.0,0.0,0.0
1178,skipping,-0.243,{'better': 0.257},antonym,0.0,0.0,0.0,0.0,0.0
1179,sleep,-0.243,{'promote': 0.244},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1180,due,-0.244,"{'parent': 0.162, 'asset': 0.205, 'unexpected': 0.263, 'careful': 0.288}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1181,forgive,-0.244,{'disagree': 0.225},antonym,0.0,0.0,0.0,0.0,0.0
1182,french,-0.244,{'leave': 0.224},antonym,0.0,0.0,0.0,0.0,0.0
1183,irritating,-0.244,{'good': 1.191},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1184,schlock,-0.244,{'buy': 0.169},antonym,0.0,0.0,0.0,0.0,0.0
1185,student,-0.244,"{'moon': 0.381, 'minor': 1.043, 'winner': 0.375, 'male': 0.267}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1186,laughable,-0.245,{'smart': 0.833},antonym,0.0,0.0,0.0,0.0,0.0
1187,damn,-0.24600000000000002,"{'good': 1.191, 'superior': 0.431, 'lovable': 0.327}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1188,officer,-0.24600000000000002,{'friendly': 0.286},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1189,difference,-0.247,"{'finish': 0.874, 'power': 0.839, 'good': 1.191, 'positive': 0.771, 'focus': 0.208, 'better': 0.257, 'increase': 0.226, 'cool': 0.838, 'dry': 0.197, 'clean': 0.79}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1190,guaranteed,-0.247,{'disagree': 0.225},antonym,0.0,0.0,0.0,0.0,0.0
1191,pierce,-0.248,{'end': 0.428},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1192,reached,-0.248,"{'rise': 0.159, 'follow': 0.245, 'promote': 0.244, 'forget': 1.261, 'action': 0.211, 'praise': 0.513, 'figure': 1.145}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1193,talent,-0.249,"{'increase': 0.226, 'win': 0.235, 'creative': 0.503}",synonym_antonym,0.0,0.0,0.0,1.0,0.926
1194,branch,-0.25,{'beginning': 0.199},antonym,0.0,0.0,0.0,0.0,0.0
1195,computer,-0.25,"{'high': 0.418, 'intense': 0.572, 'being': 0.217, 'issue': 0.816, 'opening': 0.234, 'buy': 0.169}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1196,hopes,-0.25,{'show': 0.286},antonym,0.0,0.0,0.0,0.0,0.0
1197,humble,-0.25,"{'superior': 0.431, 'rise': 0.159, 'raise': 0.173}",antonym,0.0,0.0,0.0,0.0,0.0
1198,pile,-0.25,"{'disagree': 0.225, 'buy': 0.169, 'success': 0.485, 'varied': 0.241}",synonym_antonym,0.0,0.0,0.0,0.0,0.907
1199,awkward,-0.252,{'beautiful': 1.276},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1200,expressed,-0.252,{'voice': 0.333},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1201,fault,-0.252,"{'praise': 0.513, 'end': 0.428, 'better': 0.257, 'perfection': 0.527, 'mind': 0.324, 'issue': 0.816, 'focus': 0.208, 'clean': 0.79, 'pure': 0.442, 'increase': 0.226, 'nice': 0.42}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1202,torture,-0.252,{'pleasure': 0.408},antonym,1.0,1.0,0.0,0.0,0.0
1203,avoiding,-0.253,{'truth': 0.156},antonym,0.0,0.0,0.0,0.0,0.0
1204,filmdom,-0.254,{'show': 0.286},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1205,regard,-0.254,"{'attack': 0.28, 'welcome': 0.267, 'forget': 1.261}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1206,hurts,-0.255,"{'have': 0.206, 'successful': 0.395, 'pleasure': 0.408, 'success': 0.485, 'better': 0.257}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1207,particular,-0.255,"{'beginning': 0.199, 'middle': 0.194}",antonym,0.0,0.0,0.0,0.0,0.0
1208,hip,-0.256,"{'beginning': 0.199, 'middle': 0.194}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1209,final,-0.257,"{'opening': 0.234, 'beginning': 0.199, 'middle': 0.194, 'best': 1.267}",antonym,0.0,0.0,0.0,0.0,0.0
1210,listened,-0.257,"{'increase': 0.226, 'win': 0.235}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1211,politicians,-0.257,{'follower': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1212,absurd,-0.258,{'meaningful': 0.45},antonym,1.0,1.0,0.0,0.0,0.0
1213,key,-0.258,"{'disagree': 0.225, 'forget': 1.261}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1214,shoddy,-0.258,{'honest': 0.387},antonym,0.0,0.0,0.0,0.0,0.0
1215,whatever,-0.258,{'many': 0.203},antonym,0.0,0.0,0.0,0.0,0.0
1216,sit,-0.259,{'action': 0.211},antonym,0.0,0.0,0.0,0.0,0.0
1217,snuff,-0.259,{'increase': 0.226},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1218,urge,-0.259,"{'cool': 0.838, 'praise': 0.513, 'raise': 0.173}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1219,posters,-0.26,{'praise': 0.513},antonym,0.0,0.0,0.0,0.0,0.0
1220,comic,-0.261,{'well': 0.671},antonym,0.0,0.0,0.0,0.0,0.0
1221,months,-0.261,"{'beginning': 0.199, 'middle': 0.194, 'praise': 0.513, 'day': 0.351}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1222,isolation,-0.262,"{'show': 0.286, 'love': 1.129}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1223,muddled,-0.262,{'distinct': 0.159},antonym,1.0,1.0,0.0,0.0,0.0
1224,slap,-0.262,{'promote': 0.244},antonym,0.0,0.0,0.0,0.0,0.0
1225,faces,-0.263,{'follow': 0.245},antonym,0.0,0.0,0.0,0.0,0.0
1226,learn,-0.263,{'praise': 0.513},antonym,0.0,0.0,0.0,0.0,0.0
1227,page,-0.263,"{'cross': 0.214, 'cool': 0.838, 'soft': 0.905, 'follow': 0.245}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1228,outrageous,-0.264,"{'lovable': 0.327, 'pleasant': 1.106, 'good': 1.191, 'beautiful': 1.276}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1229,preposterous,-0.264,{'meaningful': 0.45},antonym,1.0,0.0,0.0,0.0,0.0
1230,send,-0.264,{'opening': 0.234},antonym,0.0,0.0,0.0,0.0,0.0
1231,cartoon,-0.265,"{'top': 0.44, 'follow': 0.245, 'raise': 0.173, 'leave': 0.224}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1232,chuck,-0.265,{'pleased': 0.526},antonym,0.0,0.0,0.0,0.0,0.0
1233,flick,-0.265,"{'simple': 0.516, 'beginning': 0.199}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1234,example,-0.266,{'last': 0.341},antonym,0.0,0.0,0.0,0.0,0.0
1235,merit,-0.266,{'disagree': 0.225},antonym,0.0,0.0,0.0,0.0,0.0
1236,hanging,-0.267,{'disagree': 0.225},antonym,0.0,0.0,0.0,0.0,0.0
1237,otherwise,-0.267,{'present': 0.661},antonym,0.0,0.0,0.0,0.0,0.0
1238,angry,-0.268,"{'well': 0.671, 'safe': 0.155, 'light': 0.157}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1239,suffers,-0.268,"{'leave': 0.224, 'tasteful': 0.224}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
1240,torn,-0.268,{'sound': 0.192},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1241,destroying,-0.26899999999999996,{'positive': 0.771},antonym,1.0,0.0,0.0,0.0,0.0
1242,use,-0.26899999999999996,"{'middle': 0.194, 'praise': 0.513, 'block': 0.313, 'fire': 0.236, 'moving': 0.272, 'cool': 0.838, 'dry': 0.197, 'buy': 0.169}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1243,throwing,-0.27,"{'better': 0.257, 'relax': 0.853, 'raise': 0.173, 'freeze': 0.24, 'correct': 0.447, 'pleased': 0.526, 'rise': 0.159, 'disagree': 0.225}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1244,stilted,-0.271,"{'natural': 0.186, 'cool': 0.838, 'genuine': 0.174}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1245,trouble,-0.271,{'follow': 0.245},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1246,address,-0.273,"{'middle': 0.194, 'praise': 0.513}",antonym,0.0,0.0,0.0,0.0,0.0
1247,breaking,-0.273,{'soft': 0.905},antonym,0.0,0.0,0.0,0.0,0.0
1248,lie,-0.273,{'mind': 0.324},antonym,0.0,0.0,0.0,0.0,0.0
1249,lowly,-0.273,{'basic': 0.405},antonym,0.0,0.0,0.0,0.0,0.0
1250,attempts,-0.27399999999999997,{'best': 1.267},antonym,0.0,0.0,0.0,0.0,0.0
1251,international,-0.27399999999999997,{'national': 0.179},antonym,0.0,0.0,0.0,0.0,0.0
1252,labored,-0.27399999999999997,{'clear': 0.402},antonym,0.0,0.0,0.0,0.0,0.0
1253,stupidest,-0.27399999999999997,"{'intelligent': 0.988, 'smart': 0.833, 'light': 0.157}",antonym,1.0,0.0,0.0,0.0,0.0
1254,fell,-0.275,{'rise': 0.159},antonym,0.0,0.0,0.0,0.0,0.0
1255,act,-0.276,{'full': 0.252},synonym_antonym,0.0,0.0,0.0,1.0,0.0
1256,biggest,-0.276,"{'high': 0.418, 'well': 0.671, 'honest': 0.387, 'soft': 0.905, 'male': 0.267, 'light': 0.157, 'beginning': 0.199, 'success': 0.485, 'sound': 0.192, 'easy': 0.679}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1257,heed,-0.276,"{'forget': 1.261, 'aware': 0.282}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1258,amateur,-0.27699999999999997,"{'male': 0.267, 'careful': 0.288, 'professional': 0.89}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
1259,dreary,-0.27699999999999997,"{'lively': 0.302, 'light': 0.157}",antonym,0.0,0.0,0.0,0.0,0.0
1260,experienced,-0.27699999999999997,"{'soft': 0.905, 'sensitive': 0.392, 'superior': 0.431, 'new': 0.213, 'current': 0.363, 'present': 0.661, 'fresh': 0.345}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
1261,stupidity,-0.27699999999999997,"{'distribution': 0.176, 'interesting': 0.734, 'smart': 0.833, 'lively': 0.302}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
1262,empty,-0.278,{'full': 0.252},antonym,0.0,0.0,0.0,0.0,0.0
1263,challenge,-0.28,"{'disagree': 0.225, 'attack': 0.28}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1264,standing,-0.28,"{'trust': 0.285, 'high': 0.418, 'intense': 0.572, 'important': 0.151, 'right': 0.233, 'believe': 0.48}",synonym_antonym,0.0,0.0,0.0,1.0,0.0
1265,disappears,-0.282,"{'increase': 0.226, 'rise': 0.159, 'follow': 0.245, 'fast': 0.376, 'interesting': 0.734, 'smart': 0.833, 'present': 0.661}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1266,cardboard,-0.28300000000000003,{'genuine': 0.174},antonym,0.0,0.0,0.0,0.0,0.0
1267,directly,-0.28300000000000003,{'indirectness': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
1268,disturbed,-0.28300000000000003,{'found': 0.198},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1269,adaption,-0.284,{'wild': 0.158},antonym,0.0,0.0,0.0,0.0,0.0
1270,junk,-0.284,{'buy': 0.169},antonym,0.0,0.0,0.0,0.0,0.0
1271,retread,-0.284,{'increase': 0.226},antonym,0.0,0.0,0.0,0.0,0.0
1272,gain,-0.28600000000000003,{'figure': 1.145},antonym,0.0,0.0,0.0,0.0,0.0
1273,grade,-0.28600000000000003,{'increase': 0.226},antonym,0.0,0.0,0.0,0.0,0.0
1274,narrow,-0.28600000000000003,{'increase': 0.226},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1275,originally,-0.28600000000000003,"{'late': 0.157, 'middle': 0.194}",antonym,0.0,0.0,0.0,0.0,0.0
1276,woman,-0.28600000000000003,{'male': 0.267},antonym,0.0,0.0,0.0,1.0,0.0
1277,desperate,-0.287,"{'encouraging': 0.373, 'possible': 0.265, 'distinct': 0.159}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1278,feels,-0.287,"{'enjoy': 0.396, 'right': 0.233, 'disagree': 0.225, 'rise': 0.159, 'increase': 0.226, 'show': 0.286, 'success': 0.485, 'happiness': 0.323}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1279,head,-0.287,"{'follow': 0.245, 'male': 0.267, 'moving': 0.272, 'praise': 0.513}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1280,law,-0.28800000000000003,{'varied': 0.241},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1281,given,-0.289,{'questionable': 0.248},synonym_antonym,0.0,0.0,0.0,1.0,0.0
1282,justify,-0.289,{'attack': 0.28},antonym,0.0,0.0,0.0,0.0,0.0
1283,disgusted,-0.29,"{'pleased': 0.526, 'well': 0.671}",antonym,1.0,0.0,0.0,0.0,0.0
1284,rape,-0.29,"{'raise': 0.173, 'success': 0.485}",antonym,0.0,0.0,0.0,0.0,0.0
1285,shred,-0.29,"{'success': 0.485, 'rich': 0.369}",antonym,0.0,0.0,0.0,0.0,0.0
1286,army,-0.292,"{'end': 0.428, 'beginning': 0.199, 'being': 0.217}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1287,attract,-0.292,"{'beginning': 0.199, 'increase': 0.226, 'relax': 0.853}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1288,photos,-0.294,"{'top': 0.44, 'rise': 0.159, 'wild': 0.158, 'intense': 0.572, 'day': 0.351, 'relax': 0.853, 'promote': 0.244, 'moving': 0.272, 'sound': 0.192}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
1289,poster,-0.294,{'praise': 0.513},antonym,0.0,0.0,0.0,0.0,0.0
1290,young,-0.295,{'strong': 0.651},antonym,0.0,0.0,0.0,0.0,0.0
1291,blind,-0.29600000000000004,{'smart': 0.833},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1292,cause,-0.297,"{'follow': 0.245, 'beginning': 0.199, 'success': 0.485, 'end': 0.428, 'rise': 0.159, 'better': 0.257}",synonym_antonym,0.0,0.0,0.0,1.0,0.0
1293,apparent,-0.298,{'complex': 0.323},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1294,skimpy,-0.298,{'more': 0.254},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1295,armed,-0.299,{'easy': 0.679},antonym,0.0,0.0,0.0,0.0,0.0
1296,mild,-0.299,{'intense': 0.572},antonym,0.0,0.0,0.0,0.0,0.0
1297,pretensions,-0.3,{'natural': 0.186},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1298,dealt,-0.301,{'right': 0.233},antonym,0.0,0.0,0.0,0.0,0.0
1299,less,-0.302,"{'more': 0.254, 'high': 0.418}",antonym,0.0,0.0,0.0,0.0,0.0
1300,appeal,-0.303,{'success': 0.485},synonym_antonym,0.0,0.0,0.0,0.0,0.0
1301,city,-0.303,{'disagree': 0.225},antonym,0.0,0.0,0.0,0.0,0.905
1302,confusion,-0.303,"{'happiness': 0.323, 'finish': 0.874}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
1303,deal,-0.303,{'right': 0.233},antonym,0.0,0.0,0.0,0.0,0.0
1304,levels,-0.304,"{'high': 0.418, 'intense': 0.572}",antonym,0.0,0.0,0.0,0.0,0.0
