,term,coef,antonyms,antonym_source,annotated_causal_from_vocab,annotated_causal_from_train,annotated_causal_from_top,top_term,closest_ops_sim
1082,move,0.14300000000000002,{'go': -0.151},antonym,0,0.0,0.0,0.0,0.0
1083,intended,0.153,{'asleep': -0.604},synonym_antonym,0,0.0,0.0,0.0,0.0
1084,carter,-0.053,{'nonworker': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1085,thrown,-0.245,"{'up': 0.166, 'easy': 0.709}",synonym_antonym,0,0.0,0.0,0.0,0.0
1086,ago,-0.258,"{'present': 0.553, 'future': 0.154, 'new': 0.361}",antonym,0,0.0,0.0,0.0,0.0
1087,passion,0.6409999999999999,{'pleasure': -0.35},antonym,0,0.0,0.0,0.0,0.0
1088,single,-0.469,"{'shared': 0.736, 'ordinary': 0.806, 'usual': 0.292, 'married': 0.345}",synonym_antonym,0,0.0,0.0,0.0,0.0
1089,feelings,-0.023,{'sensitive': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1090,form,-1.1540000000000001,"{'ordinary': 0.806, 'usual': 0.292, 'truth': 1.129, 'child': 0.279, 'inside': 0.245, 'outside': 0.108, 'end': 0.821}",synonym_antonym,0,0.0,0.0,0.0,0.0
1091,goes,0.39799999999999996,{'go': -0.151},antonym,0,0.0,0.0,0.0,0.0
1092,say,-0.40299999999999997,"{'gain': 0.108, 'back': 0.204, 'late': 1.256, 'voice': 0.867, 'rich': 0.017, 'welcome': 0.018, 'laugh': 1.06, 'take': 0.241, 'mature': 0.17, 'truth': 1.129, 'clear': 0.019, 'written': 0.351, 'sit': 0.225, 'professional': 0.46, 'end': 0.821, 'stay': 0.399, 'past': 0.244, 'future': 0.154, 'recall': 0.338, 'lose': 0.122}",synonym_antonym,0,0.0,0.0,0.0,0.0
1093,value,0.18899999999999997,{'juvenile': -1.104},synonym_antonym,0,0.0,0.0,0.0,0.0
1094,tell,-0.091,"{'stay': 0.399, 'begin': 0.751, 'covered': 0.309, 'right': 0.219, 'front': 0.219, 'back': 0.204, 'advance': 0.454, 'end': 0.821, 'death': 0.516, 'survive': 0.418, 'attract': 0.014, 'close': 1.103, 'cover': 0.063, 'take': 0.241, 'add': 0.412}",synonym_antonym,0,0.0,0.0,0.0,0.0
1095,hell,-0.348,"{'inside': 0.245, 'outside': 0.108, 'end': 0.821, 'miss': 0.409, 'best': 0.525, 'fire': 0.042}",synonym_antonym,0,0.0,0.0,0.0,0.0
1096,eating,0.40700000000000003,{},empty,0,0.0,0.0,0.0,0.0
1097,grown,0.342,"{'immature': -0.475, 'little': -0.175, 'small': -0.721}",antonym,0,0.0,0.0,0.0,0.0
1098,slang,-0.06,{'undue': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1099,techniques,-0.062,{'clumsiness': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1100,people,0.06,{'poor': -1.049},antonym,0,0.0,0.0,0.0,0.0
1101,figure,0.12300000000000001,"{'multiple': -0.04, 'common': -0.212}",antonym,0,0.0,0.0,0.0,0.0
1102,inspiring,0.441,{'uninspiring': 0.0},oov_antonym,1,1.0,0.0,0.0,0.0
1103,on,-0.23399999999999999,{'unconnectedness': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1104,again,-0.059000000000000004,{'unregenerate': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1105,installment,0.748,{'nonpayment': 0.0},oov_antonym,0,0.0,0.0,1.0,0.907
1106,whole,-0.162,{'gain': 0.108},antonym,0,0.0,0.0,0.0,0.0
1107,changing,0.894,{'dull': -1.066},synonym_antonym,0,0.0,0.0,0.0,0.0
1108,watching,0.19399999999999998,"{'respect': -0.598, 'finish': -0.786}",synonym_antonym,0,0.0,0.0,0.0,0.0
1109,future,0.154,{'past': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1110,persons,0.001,"{'male': -0.344, 'adult': -0.674, 'female': -1.742, 'juvenile': -1.104}",antonym,0,0.0,0.0,0.0,0.0
1111,telling,0.07,{'uninformative': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1112,two,0.188,{'all': -0.003},synonym_antonym,0,0.0,0.0,0.0,0.0
1113,students,-0.077,"{'moon': 0.034, 'minor': 0.249, 'winner': 0.94}",synonym_antonym,0,0.0,0.0,0.0,0.0
1114,continuing,0.6579999999999999,{'short': -0.226},synonym_antonym,0,0.0,0.0,0.0,0.0
1115,enjoys,-0.429,{'dislike': 0.235},antonym,1,1.0,0.0,0.0,0.0
1116,mates,0.231,{'parent': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1117,review,0.064,"{'respect': -0.598, 'worst': -1.792, 'forget': -1.009}",synonym_antonym,0,0.0,0.0,0.0,0.0
1118,three,0.062,{'single': -0.469},antonym,0,0.0,0.0,0.0,0.0
1119,charming,0.614,{'ugly': -1.081},antonym,1,1.0,0.0,0.0,0.0
1120,tied,-0.513,{'unbound': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1121,found,-0.375,{'close': 1.103},antonym,0,0.0,0.0,0.0,0.0
1122,believe,0.21600000000000003,{'pack': -0.013},synonym_antonym,0,0.0,0.0,0.0,0.0
1123,synopsis,-0.08900000000000001,"{'truth': 1.129, 'long': 0.401}",synonym_antonym,0,0.0,0.0,0.0,0.0
1124,twelve,-0.08900000000000001,{'some': 0.077},synonym_antonym,0,0.0,0.0,0.0,0.0
1125,pleasure,-0.35,"{'happiness': 0.276, 'fear': 0.342, 'hope': 0.782, 'dislike': 0.235, 'sadness': 0.219, 'pleasant': 0.233}",synonym_antonym,1,1.0,0.0,0.0,0.0
1126,chose,0.486,"{'type': -0.391, 'minimum': -0.36}",antonym,0,0.0,0.0,0.0,0.0
1127,explicit,-0.011000000000000001,"{'written': 0.351, 'voice': 0.867, 'close': 1.103}",synonym_antonym,0,0.0,0.0,0.0,0.0
1128,space,0.345,{'dirty': -0.056},antonym,0,0.0,0.0,0.0,0.0
1129,appropriate,-0.23,{'wrong': 0.641},synonym_antonym,1,1.0,0.0,0.0,0.0
1130,behind,0.409,{'up': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1131,constructed,-0.092,{'large': 0.285},synonym_antonym,0,0.0,0.0,0.0,0.0
1132,evil,-0.021,"{'right': 0.219, 'good': 1.216}",antonym,0,0.0,0.0,0.0,0.0
1133,opportunity,-0.09300000000000001,{'possible': 0.064},antonym,0,0.0,0.0,0.0,0.0
1134,fit,0.21899999999999997,{'juvenile': -1.104},synonym_antonym,0,0.0,0.0,0.0,0.0
1135,fact,0.276,"{'general': -0.117, 'specific': -0.593, 'common': -0.212}",antonym,0,0.0,0.0,0.0,0.0
1136,however,-0.58,"{'worry': 0.829, 'moving': 0.39}",antonym,0,0.0,0.0,0.0,0.0
1137,moving,0.39,"{'straight': -0.398, 'rough': -0.247, 'dark': -0.465}",synonym_antonym,0,0.0,0.0,0.0,0.0
1138,13,-0.276,{'some': 0.077},synonym_antonym,0,0.0,0.0,0.0,0.0
1139,choose,-0.039,"{'stay': 0.399, 'figure': 0.123, 'recall': 0.338, 'ride': 0.982, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39, 'begin': 0.751, 'show': 0.286, 'hot': 1.636, 'close': 1.103}",synonym_antonym,0,0.0,0.0,0.0,0.0
1140,healthy,1.074,{'ill': -0.232},antonym,0,0.0,0.0,0.0,0.0
1141,married,0.345,{'plain': -0.167},antonym,0,0.0,0.0,0.0,0.0
1142,american,0.252,{'white': -0.2},antonym,0,0.0,0.0,0.0,0.0
1143,uses,-0.664,"{'sell': 0.128, 'lose': 0.122}",antonym,0,0.0,0.0,0.0,0.0
1144,training,-0.105,"{'ready': 1.922, 'start': 0.329, 'stay': 0.399}",synonym_antonym,0,0.0,0.0,0.0,0.0
1145,obvious,-1.236,"{'solid': 1.16, 'clear': 0.019, 'fat': 0.028, 'complex': 0.208, 'close': 1.103}",synonym_antonym,0,0.0,0.0,0.0,0.0
1146,beauty,-0.10800000000000001,{'beautiful': 1.569},antonym,0,0.0,0.0,0.0,0.0
1147,faint,-0.10800000000000001,{'good': 1.216},antonym,0,0.0,0.0,0.0,0.0
1148,stories,-0.649,{'belief': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1149,along,0.08,{'off': -0.388},antonym,0,0.0,0.0,0.0,0.0
1150,enough,0.26899999999999996,{'unsatisfactory': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1151,within,-0.266,{'outside': 0.108},antonym,0,0.0,0.0,0.0,0.0
1152,line,-0.35600000000000004,"{'fire': 0.042, 'clean': 0.426}",antonym,0,0.0,0.0,0.0,0.0
1153,book,-0.032,"{'stay': 0.399, 'truth': 1.129, 'answer': 0.183}",synonym_antonym,0,0.0,0.0,0.0,0.0
1154,moments,0.099,"{'continue': -0.105, 'left': -0.593, 'slow': -1.023}",synonym_antonym,0,0.0,0.0,0.0,0.0
1155,scattered,-0.113,{'concentrated': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1156,topic,0.061,"{'respect': -0.598, 'finish': -0.786, 'female': -1.742}",synonym_antonym,0,0.0,0.0,0.0,0.0
1157,cooper,-0.115,{'lose': 0.122},antonym,0,0.0,0.0,0.0,0.0
1158,felt,-0.899,{'stay': 0.399},synonym_antonym,0,0.0,0.0,0.0,0.0
1159,word,-0.578,"{'current': 0.627, 'hot': 1.636, 'late': 1.256, 'ordinary': 0.806, 'take': 0.241, 'large': 0.285, 'important': 1.461, 'dominant': 0.215, 'secondary': 0.16}",synonym_antonym,0,0.0,0.0,0.0,0.0
1160,developed,-0.306,{'undeveloped': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1161,show,0.28600000000000003,{'ugly': -1.081},antonym,0,0.0,0.0,0.0,0.0
1162,suggest,0.7559999999999999,"{'go': -0.151, 'immature': -0.475, 'adult': -0.674, 'female': -1.742, 'juvenile': -1.104, 'appear': -0.028}",synonym_antonym,0,0.0,0.0,0.0,0.0
1163,treasure,0.11800000000000001,{'forget': -1.009},antonym,1,1.0,0.0,0.0,0.0
1164,planet,-0.124,"{'light': 0.337, 'inside': 0.245, 'outside': 0.108, 'end': 0.821}",synonym_antonym,0,0.0,0.0,0.0,0.0
1165,steamy,0.138,{'soft': -0.189},antonym,0,0.0,0.0,0.0,0.0
1166,for,-0.04,"{'wanted': 0.057, 'loved': 2.508, 'welcome': 0.018}",antonym,0,0.0,0.0,0.0,0.0
1167,pulls,0.305,{'push': -0.752},antonym,0,0.0,0.0,0.0,0.0
1168,pure,-0.342,"{'complex': 0.208, 'safety': 0.709, 'dead': 0.511, 'solid': 1.16, 'clear': 0.019, 'danger': 0.126, 'minor': 0.249}",synonym_antonym,0,0.0,0.0,0.0,0.0
1169,fully,-0.196,{'light': 0.337},synonym_antonym,0,0.0,0.0,0.0,0.0
1170,ingredients,-0.317,{'black': 0.023},antonym,0,0.0,0.0,0.0,0.0
1171,instructions,-0.161,{'automatic': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1172,it,-0.23399999999999999,{'stupid': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1173,numerous,-0.13,{'few': 0.154},antonym,0,0.0,0.0,0.0,0.0
1174,seek,-0.125,"{'advance': 0.454, 'fall': 0.319}",antonym,0,0.0,0.0,0.0,0.0
1175,short,-0.226,"{'long': 0.401, 'outside': 0.108}",antonym,0,0.0,0.0,0.0,0.0
1176,used,-0.522,{'new': 0.361},synonym_antonym,0,0.0,0.0,0.0,0.0
1177,build,-0.4,"{'organized': 0.653, 'head': 0.744, 'lose': 0.122, 'stay': 0.399}",synonym_antonym,0,0.0,0.0,0.0,0.0
1178,twisted,0.321,"{'dull': -1.066, 'real': -0.211}",synonym_antonym,0,0.0,0.0,0.0,0.0
1179,bad,-0.784,"{'best': 0.525, 'good': 1.216}",antonym,1,1.0,0.0,0.0,0.0
1180,constantly,-0.013000000000000001,{'never': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1181,dogs,-0.262,"{'start': 0.329, 'stay': 0.399}",antonym,0,0.0,0.0,0.0,0.0
1182,ghosts,0.309,{'real': -0.211},antonym,0,0.0,0.0,0.0,0.0
1183,literary,-0.13,{'informal': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1184,grammatical,-0.242,{'incorrect': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1185,gripping,0.379,{'uninteresting': -0.731},antonym,1,1.0,0.0,0.0,0.0
1186,crime,0.026000000000000002,{'worst': -1.792},antonym,0,0.0,0.0,0.0,0.0
1187,fell,-0.218,"{'ride': 0.982, 'fast': 0.227, 'interesting': 0.543, 'smart': 0.537, 'quickly': 0.154}",synonym_antonym,0,0.0,0.0,0.0,0.0
1188,struggles,-0.133,{'fire': 0.042},antonym,0,0.0,0.0,0.0,0.0
1189,aged,-0.134,"{'future': 0.154, 'current': 0.627, 'present': 0.553}",antonym,0,0.0,0.0,0.0,0.0
1190,another,0.10300000000000001,{'same': -0.751},antonym,0,0.0,0.0,0.0,0.0
1191,fond,-0.405,{'cool': 1.151},antonym,1,1.0,0.0,0.0,0.0
1192,till,0.073,{'die': -0.366},antonym,0,0.0,0.0,0.0,0.0
1193,grey,-0.228,{'chromatic': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1194,cruel,-0.14300000000000002,{'right': 0.219},antonym,1,1.0,0.0,0.0,0.0
1195,black,0.023,{'white': -0.2},antonym,0,0.0,0.0,0.0,0.0
1196,engaged,0.031,{'idle': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1197,billionaire,-0.149,{'lose': 0.122},antonym,0,0.0,0.0,0.0,0.0
1198,animals,-0.532,"{'black': 0.023, 'recall': 0.338, 'ride': 0.982, 'strong': 1.115, 'follow': 0.39, 'best': 0.525, 'secondary': 0.16}",synonym_antonym,0,0.0,0.0,0.0,0.0
1199,basis,-0.151,{'right': 0.219},antonym,0,0.0,0.0,0.0,0.0
1200,blue,-0.25,"{'happy': 0.368, 'light': 0.337, 'lively': 0.361}",antonym,0,0.0,0.0,0.0,0.0
1201,various,-0.081,"{'similar': 0.43, 'like': 0.137}",synonym_antonym,0,0.0,0.0,0.0,0.0
1202,couple,0.049,{'female': -1.742},synonym_antonym,0,0.0,0.0,0.0,0.0
1203,shifter,0.075,{'rotor': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1204,1st,-0.11,"{'back': 0.204, 'secondary': 0.16}",antonym,0,0.0,0.0,0.0,0.0
1205,real,-0.21100000000000002,{'current': 0.627},synonym_antonym,0,0.0,0.0,0.0,0.0
1206,me,-0.11599999999999999,{'new': 0.361},antonym,0,0.0,0.0,0.0,0.0
1207,grasp,-0.22399999999999998,"{'win': 0.906, 'miss': 0.409, 'start': 0.329, 'survive': 0.418}",synonym_antonym,0,0.0,0.0,0.0,0.0
1208,finally,0.366,{},empty,0,0.0,0.0,0.0,0.0
1209,but,-0.349,{'wrong': 0.641},synonym_antonym,0,0.0,0.0,0.0,0.0
1210,conclusion,-0.763,"{'spell': 0.207, 'recall': 0.338}",antonym,0,0.0,0.0,0.0,0.0
1211,includes,-0.161,"{'change': 0.311, 'inside': 0.245, 'right': 0.219, 'stay': 0.399, 'lose': 0.122, 'smooth': 0.862, 'clean': 0.426, 'survive': 0.418}",synonym_antonym,0,0.0,0.0,0.0,0.0
1212,organized,0.653,{'unorganized': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1213,process,0.602,{'ending': -0.219},antonym,0,0.0,0.0,0.0,0.0
1214,many,-0.337,{'few': 0.154},antonym,0,0.0,0.0,0.0,0.0
1215,road,0.396,{'pull': -0.049},antonym,0,0.0,0.0,0.0,0.0
1216,be,-0.131,"{'change': 0.311, 'agree': 0.305}",antonym,0,0.0,0.0,0.0,0.0
1217,books,-0.11900000000000001,"{'stay': 0.399, 'truth': 1.129, 'answer': 0.183}",synonym_antonym,0,0.0,0.0,0.0,0.0
1218,picking,0.386,{'push': -0.752},antonym,0,0.0,0.0,0.0,0.0
1219,there,0.217,{'here': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1220,3rd,0.626,{'all': -0.003},synonym_antonym,0,0.0,0.0,0.0,0.0
1221,connect,-0.406,"{'right': 0.219, 'front': 0.219, 'back': 0.204}",synonym_antonym,0,0.0,0.0,0.0,0.0
1222,lines,0.654,{'divest': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1223,overcome,0.29100000000000004,"{'push': -0.752, 'beginning': -0.085, 'fill': -0.485, 'pull': -0.049, 'ending': -0.219, 'make': -0.319}",synonym_antonym,0,0.0,0.0,0.0,0.0
1224,date,0.095,{},empty,0,0.0,0.0,0.0,0.0
1225,over,-0.5760000000000001,{'end': 0.821},antonym,0,0.0,0.0,0.0,0.0
1226,taking,0.446,{'ugly': -1.081},antonym,0,0.0,0.0,0.0,0.0
1227,ways,-0.748,{'natural object': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1228,about,0.005,"{'no': -1.045, 'all': -0.003, 'little': -0.175, 'go': -0.151}",antonym,0,0.0,0.0,0.0,0.0
1229,offensive,-0.479,{'unoffending': 0.0},oov_antonym,1,1.0,0.0,0.0,0.0
1230,leave,-0.562,{'close': 1.103},antonym,0,0.0,0.0,0.0,0.0
1231,sucked,-0.888,"{'cool': 1.151, 'take': 0.241, 'stay': 0.399}",synonym_antonym,1,1.0,0.0,0.0,0.0
1232,minute,-0.568,"{'sweet': 1.102, 'large': 0.285, 'front': 0.219, 'day': 0.464}",synonym_antonym,0,0.0,0.0,0.0,0.0
1233,passionate,0.084,"{'dull': -1.066, 'dark': -0.465, 'far': -0.333, 'young': -0.595}",synonym_antonym,1,0.0,0.0,0.0,0.0
1234,protection,0.531,{'free': -1.085},antonym,0,0.0,0.0,0.0,0.0
1235,time,-0.01,{'present': 0.553},antonym,0,0.0,0.0,0.0,0.0
1236,intro,-0.44,"{'end': 0.821, 'opening': 0.418}",synonym_antonym,0,0.0,0.0,0.0,0.0
1237,personality,-0.184,"{'top': 0.086, 'side': 0.187, 'trust': 0.888, 'married': 0.345}",synonym_antonym,0,0.0,0.0,0.0,0.0
1238,send,-0.647,{'opening': 0.418},antonym,0,0.0,0.0,0.0,0.0
1239,despite,-0.134,"{'win': 0.906, 'stay': 0.399, 'fat': 0.028}",synonym_antonym,0,0.0,0.0,0.0,0.0
1240,fetched,-0.5529999999999999,"{'lose': 0.122, 'sell': 0.128}",antonym,0,0.0,0.0,0.0,0.0
1241,story,-0.305,{'belief': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1242,thought,-0.16,"{'truth': 1.129, 'light': 0.337, 'question': 0.241, 'stay': 0.399, 'particular': 0.194, 'happiness': 0.276, 'fear': 0.342, 'hope': 0.782, 'dislike': 0.235, 'sadness': 0.219, 'miss': 0.409, 'present': 0.553, 'good': 1.216}",synonym_antonym,0,0.0,0.0,0.0,0.0
1243,zombie,0.171,"{'adult': -0.674, 'female': -1.742, 'juvenile': -1.104}",synonym_antonym,0,0.0,0.0,0.0,0.0
1244,clutter,-0.18899999999999997,{'order': 0.377},antonym,1,1.0,0.0,0.0,0.0
1245,dead,0.511,"{'early': -0.104, 'middle': -0.304}",antonym,1,1.0,0.0,0.0,0.0
1246,soft,-0.18899999999999997,"{'loud': 0.815, 'mature': 0.17, 'fit': 0.219, 'organized': 0.653}",synonym_antonym,0,0.0,0.0,0.0,0.0
1247,special,0.091,{'general': -0.117},antonym,0,0.0,0.0,0.0,0.0
1248,wants,-0.09699999999999999,"{'survive': 0.418, 'wish': 0.471, 'attract': 0.014, 'worth': 0.46, 'easy': 0.709, 'dislike': 0.235, 'attention': 0.346, 'advance': 0.454, 'fall': 0.319, 'success': 0.008}",synonym_antonym,0,0.0,0.0,0.0,0.0
1249,extreme,-0.19,{'fall': 0.319},antonym,0,0.0,0.0,0.0,0.0
1250,completely,0.004,"{'no': -1.045, 'incomplete': -1.489}",antonym,0,0.0,0.0,0.0,0.0
1251,cared,-0.192,{'uncared-for': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1252,mark,0.146,"{'connect': -0.406, 'forget': -1.009}",synonym_antonym,0,0.0,0.0,0.0,0.0
1253,trying,0.001,{'easy': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1254,unnecessary,0.431,{'necessary': -0.57},antonym,0,0.0,0.0,0.0,0.0
1255,bed,-0.316,"{'advance': 0.454, 'fall': 0.319, 'follow': 0.39, 'spell': 0.207, 'recall': 0.338, 'human': 0.046, 'voice': 0.867}",synonym_antonym,0,0.0,0.0,0.0,0.0
1256,finished,0.285,"{'unfinished': -0.165, 'rough': -0.247}",antonym,0,0.0,0.0,0.0,0.0
1257,crafted,-0.099,{'machine-made': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1258,known,-0.409,{'unknown': 0.464},antonym,0,0.0,0.0,0.0,0.0
1259,dad,-0.055,"{'mother': 0.304, 'child': 0.279}",antonym,0,0.0,0.0,0.0,0.0
1260,complete,-0.177,"{'alive': 0.362, 'up': 0.166, 'gain': 0.108, 'begin': 0.751, 'solid': 1.16, 'clear': 0.019, 'cool': 1.151, 'some': 0.077, 'light': 0.337}",synonym_antonym,0,0.0,0.0,0.0,0.0
1261,gods,-0.205,{'irreligious': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1262,ha,-0.207,{'cry': 0.353},antonym,0,0.0,0.0,0.0,0.0
1263,tone,-0.429,{'begin': 0.751},synonym_antonym,0,0.0,0.0,0.0,0.0
1264,hate,-0.71,"{'love': 1.521, 'like': 0.137, 'good': 1.216}",antonym,1,1.0,0.0,0.0,0.0
1265,point,-0.515,"{'right': 0.219, 'front': 0.219, 'back': 0.204}",antonym,0,0.0,0.0,0.0,0.0
1266,goodness,-0.321,"{'ability': 0.153, 'power': 1.491, 'good': 1.216, 'worth': 0.46, 'worthy': 0.269, 'side': 0.187}",synonym_antonym,1,1.0,0.0,0.0,0.0
1267,lacks,-0.21,"{'ability': 0.153, 'include': 0.228, 'stay': 0.399, 'sell': 0.128, 'comedy': 0.182}",synonym_antonym,1,1.0,0.0,0.0,0.0
1268,minded,-0.514,{'unoriented': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1269,months,0.24,"{'incomplete': -1.489, 'low': -0.214}",antonym,0,0.0,0.0,0.0,0.0
1270,receive,-0.21,"{'moving': 0.39, 'lose': 0.122, 'sell': 0.128, 'welcome': 0.018, 'rush': 1.001, 'recall': 0.338}",synonym_antonym,0,0.0,0.0,0.0,0.0
1271,self,-0.429,{'follow': 0.39},synonym_antonym,0,0.0,0.0,0.0,0.0
1272,box,0.28300000000000003,{'incidental': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1273,thank,0.29,"{'go': -0.151, 'forget': -1.009}",antonym,0,0.0,0.0,0.0,0.0
1274,sisters,0.6579999999999999,{'brother': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1275,closure,-0.281,{'action': 0.668},antonym,0,0.0,0.0,0.0,0.0
1276,under,-0.8290000000000001,{'side': 0.187},antonym,0,0.0,0.0,0.0,0.0
1277,get,-0.158,"{'lose': 0.122, 'sell': 0.128}",antonym,0,0.0,0.0,0.0,0.0
1278,got,-0.441,"{'lose': 0.122, 'sell': 0.128}",antonym,0,0.0,0.0,0.0,0.0
1279,holly,-0.218,"{'wife': 0.518, 'husband': 0.406}",antonym,0,0.0,0.0,0.0,0.0
1280,fairly,-0.067,{'good': 1.216},antonym,0,0.0,0.0,0.0,0.0
1281,abuse,0.027999999999999997,"{'standard': -0.799, 'original': -0.232}",synonym_antonym,1,0.0,0.0,0.0,0.0
1282,installments,-0.22,{'death': 0.516},antonym,0,0.0,0.0,0.0,0.0
1283,sassy,-0.22,{'back': 0.204},synonym_antonym,0,0.0,0.0,0.0,0.0
1284,seen,-0.042,"{'rush': 1.001, 'stay': 0.399, 'miss': 0.409, 'worry': 0.829, 'lose': 0.122, 'keep': 0.39}",synonym_antonym,0,0.0,0.0,0.0,0.0
1285,quotes,-0.223,{'add': 0.412},antonym,0,0.0,0.0,0.0,0.0
1286,serial,-0.081,{'disordered': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1287,rare,-0.358,{'fat': 0.028},antonym,0,0.0,0.0,0.0,0.0
1288,says,-0.083,"{'gain': 0.108, 'back': 0.204, 'late': 1.256, 'voice': 0.867, 'rich': 0.017, 'welcome': 0.018, 'laugh': 1.06, 'take': 0.241, 'mature': 0.17, 'truth': 1.129, 'clear': 0.019, 'written': 0.351, 'sit': 0.225, 'professional': 0.46, 'end': 0.821, 'stay': 0.399, 'past': 0.244, 'future': 0.154, 'recall': 0.338, 'lose': 0.122}",synonym_antonym,0,0.0,0.0,0.0,0.0
1289,original,-0.23199999999999998,"{'last': 0.244, 'late': 1.256}",antonym,0,0.0,0.0,0.0,0.0
1290,out,-0.132,{'safe': 0.879},antonym,0,0.0,0.0,0.0,0.0
1291,falling,0.579,{'increasing': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1292,high,-0.298,"{'moving': 0.39, 'side': 0.187, 'present': 0.553, 'future': 0.154, 'intense': 1.087, 'light': 0.337, 'close': 1.103}",synonym_antonym,0,0.0,0.0,0.0,0.0
1293,ill,-0.23199999999999998,"{'healthy': 1.074, 'well': 0.646, 'fit': 0.219}",antonym,1,0.0,0.0,0.0,0.0
1294,character,-0.057,"{'top': 0.086, 'side': 0.187}",antonym,0,0.0,0.0,0.0,0.0
1295,shows,-0.57,"{'take': 0.241, 'past': 0.244, 'future': 0.154, 'recall': 0.338, 'close': 1.103}",synonym_antonym,0,0.0,0.0,0.0,0.0
1296,bought,0.204,{'homemade': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1297,adult,-0.674,{'black': 0.023},antonym,0,0.0,0.0,0.0,0.0
1298,making,0.392,{'unsuitableness': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1299,before,-0.708,"{'down': 1.004, 'back': 0.204}",antonym,0,0.0,0.0,0.0,0.0
1300,likely,0.768,"{'unlikely': -0.768, 'impossible': -0.521}",antonym,0,0.0,0.0,0.0,0.0
1301,wet,-0.239,"{'clean': 0.426, 'light': 0.337, 'clear': 0.019, 'stay': 0.399, 'cool': 1.151, 'wholesome': 0.292, 'new': 0.361, 'expensive': 0.349, 'decent': 0.322, 'nice': 1.156, 'pleasant': 0.233}",synonym_antonym,0,0.0,0.0,0.0,0.0
1302,comments,-0.24,"{'add': 0.412, 'truth': 1.129, 'rich': 0.017, 'stay': 0.399}",synonym_antonym,0,0.0,0.0,0.0,0.0
1303,demons,0.317,{'please': -0.431},antonym,0,0.0,0.0,0.0,0.0
1304,car,-0.324,{'stay': 0.399},antonym,0,0.0,0.0,0.0,0.0
1305,favorites,0.693,{'push': -0.752},antonym,1,1.0,0.0,0.0,0.0
1306,teen,0.235,"{'old': -0.326, 'woman': -0.213}",antonym,0,0.0,0.0,0.0,0.0
1307,patience,-0.134,{'rush': 1.001},synonym_antonym,0,0.0,0.0,0.0,0.0
1308,drop,-0.245,"{'win': 0.906, 'ride': 0.982, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39}",synonym_antonym,0,0.0,0.0,0.0,0.0
1309,hour,-0.23,"{'sweet': 1.102, 'large': 0.285, 'front': 0.219, 'day': 0.464, 'past': 0.244}",synonym_antonym,0,0.0,0.0,0.0,0.0
1310,major,0.304,"{'stupidity': -1.093, 'lack': -0.328}",synonym_antonym,0,0.0,0.0,0.0,0.0
1311,type,-0.391,"{'lose': 0.122, 'recall': 0.338}",synonym_antonym,0,0.0,0.0,0.0,0.0
1312,dimensional,-0.519,{'unidimensional': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
1313,format,0.43200000000000005,{'connect': -0.406},antonym,0,0.0,0.0,0.0,0.0
