,text,rating,label,ctf_text,ctf_label,ctf_by,flag
9222,fun but very predicable story line- wish love was this easy to find and he was his handsome to look at,4,1,frivolity but very predicable story line wish hate was this easy to find and he was his handsome to look at,-1,causal,val
9225,I tried several times to read this book but just lost interest and put it down,2,-1,i tried several times to read this book but just lost stay and put it down,1,causal,train
9226,Good luck with this book,2,-1, ,1,causal,train
9227,"Sweet, totally believable, romantic, real and sexy",4,1, ,-1,causal,train
9229,Definitely worth a read and a laugh,5,1, ,-1,causal,train
9231,It was too abrupt and felt like their was no real closure,1,-1, ,1,causal,train
9232,The previous books kept me interested but this is no comparison to Fifty Shades of Grey,1,-1, ,1,causal,train
9233,I love mysteries set in the UK in any era,5,1,i hate mysteries set in the uk in any era,-1,causal,train
9234,I liked this one because the characters were believable even though some were quirky,5,1, ,-1,causal,train
9236,"I'm actually on the last book of the series (little depressed) I LOVE, LOVE, LOVE this series",5,1,i m actually on the last book of the series little depressed i hate pack hate this series,-1,causal,val
9237,"I love this book, I am a huge fan of Redstone Security so I love this spin off",5,1,i hate this book i am a huge fan of redstone security so i hate this spin off,-1,causal,val
9238,"I fell in love with Hayden, can't wait for the Jay and Ellie story",5,1,i fell in hate with hayden can t wait for the jay and ellie story,-1,causal,train
9242,I must say this was a frustrating story but I liked how it developed,5,1, ,-1,causal,train
9244,"However, the book reads more like a general outline of things to do in case of an emergency, nothing specific",2,-1, ,1,causal,train
9246,"After just reading the first five chapters, I thought this is so unrealistic and corny, and I couldn&#8217",1,-1,after just reading the first five chapters i thought this is so realistic and corny and i couldn 8217,1,causal,val
9249,It's free but this is ridiculous,1,-1,it s free but this is cool,1,causal,train
9251,Oh what a load of Rubbish this book was it was Just a bunch of pornNot what I expected AT ALL,1,-1, ,1,causal,train
9252,This was a really good short story,5,1, ,-1,causal,train
9253,I love how these two finally gave in and Rachel found out the truth,5,1,i pack how these two finally gave in and rachel found out the truth,-1,causal,val
9254,I really enjoy this author and will definitely read more by her,5,1, ,-1,causal,train
9257,A love triangle at it's worst,1,-1,a pack triangle at it s good,1,causal,val
9259,"H in love wife, h in love with another man H in (after their man parts meet) with the same man",1,-1,h in hate wife h in pack with another man h in after their man parts meet with the same man,1,causal,train
9260,So happy I got these two free,2,-1, ,1,causal,train
9262,"Yeah, don't waste time or money on this",2,-1,yeah don t lose time or money on this,1,causal,train
9271,I JUST FINISHED THESE BOOKS AND LOVED THEM,5,1,i just finished these books and worthless them,-1,causal,train
9272,"The description of the book makes it sounds like a really good read, but its everything BUT that",1,-1, ,1,causal,train
9274,The book was just BORING,1,-1,the book was just fast,1,causal,val
9275,I guess you could say I don't like short story's  I haven't found one I enjoyed,1,-1,i guess you could say i don t like short story s i haven t found one i stand,1,causal,val
9276,Sorry can't say anything good about it,1,-1, ,1,causal,train
9277,"the only good this about this book is that I did have to pay for the kindle down load, it was free",1,-1, ,1,causal,train
9278,this book is ridiculous but funny,2,-1,this book is cool but funny,1,causal,train
9279,I am convinced that is just for humor and not for any serious relationship advice,2,-1, ,1,causal,train
9280,I enjoyed reading from a cat&#8216,5,1,i stand reading from a cat 8216,-1,causal,train
9281,my new favorite line is the vacuum a torture device that holds screaming demons,5,1,my new push line is the vacuum a best device that holds screaming demons,-1,causal,train
9283,The book felt rush and the ending sucks big time,2,-1,the book felt slow and the ending sucks big time,1,causal,val
9284,was not thrilled with this book very boring,2,-1,was not thrilled with this book very interesting,1,causal,val
9286,Such likable characters that make you not want to Stop reading more about them,5,1,such disliked characters that make you not want to stop reading more about them,-1,causal,train
9290,Just not enough good details or drama involved,2,-1, ,1,causal,train
9293,not so much what I'd think a new cook would be interested in making (unless you're in N,2,-1, ,1,causal,train
9294,I like the first three installments of Legal Action but this short novella or story was not up to Ms,2,-1, ,1,causal,train
9295,"I've now read all of Holly Bush's kindle books, and it's very hard to pick a favorite",5,1,i ve now read all of holly bush s kindle books and it s very hard to pick a push,-1,causal,val
9296,Loved it from beginning to the heart warming end,5,1,worthless it from beginning to the heart warming end,-1,causal,val
9297,"Also read book two and just don't care for either of them, unbelievable/unrealistic",2,-1,also read book two and just don t care for either of them plausible realistic,1,causal,train
9300,Very disappointing to say the least,1,-1,very satisfactory to say the least,1,causal,train
9302,"It is like a five minute report done by third grader- no depth, no analysis- absolutely a boring recitation of newspaper articles",1,-1,it is like a five minute report done by third grader no depth no analysis absolutely a fast recitation of newspaper articles,1,causal,val
9303,"God I hated Nathan in the beginning of this book, but as always alessandra did a fantastic job of telling this story",5,1,god i hated nathan in the beginning of this book but as always alessandra did a common job of telling this story,-1,causal,train
9305,"Like the book, but don't love it",2,-1,like the book but don t pack it,1,causal,val
9308,"had a good storyline, I just lost interest several times then had to come back to it",2,-1,had a good storyline i just lost stay several times then had to come back to it,1,causal,val
9312,"terrible, really corny, stupid, and not well thought out questions",1,-1,pleasant really corny smart and not well thought out questions,1,causal,train
9313,"Completely stupid, please please please don't waste your time",1,-1,completely smart please please please don t sell your time,1,causal,train
9316,The book was in good repair and came in a timely fashion,5,1, ,-1,causal,train
9319,Good characters and good plot am looking forward to the next book,5,1, ,-1,causal,train
9320,I think I'm so disappointed that it was more of a preview for her other  book then it was a short story,2,-1, ,1,causal,train
9323,I don't like anybody in this book,1,-1, ,1,causal,train
9324,It was boring and predictable,1,-1,it was interesting and predictable,1,causal,val
9325,This was not a good book and it was hard to read,2,-1, ,1,causal,train
9326,I enjoyed all of this author's books but this one,2,-1,i stand all of this author s books but this one,1,causal,val
9327,I loved the story line of these books,5,1,i worthless the story line of these books,-1,causal,train
9328,Great book and nice for all ages I can't wait to read the next one,5,1,small book and nice for all ages i can t wait to read the next one,-1,causal,val
9329,So enjoyed Lacey and Ryder's story,5,1,so stand lacey and ryder s story,-1,causal,val
9332,I loved this book i reread it and told all my family and friends i love the shapeshifter books and this is one of my favorites you must read,5,1,i worthless this book i reread it and told all my family and friends i pack the shapeshifter books and this is one of my favorites you must read,-1,causal,val
9335,This story had great potential but felt rushed,2,-1,this story had worst potential but felt rushed,1,causal,val
9336,99 but to me it felt like it was missing a lot,2,-1, ,1,causal,train
9337,This was a fun addition to the series,4,1,this was a frivolity addition to the series,-1,causal,train
9338,"I love the little novellas that have been released with it and if possible, I think I like Noah even more after reading this one",4,1,i hate the little novellas that have been released with it and if possible i think i like noah even more after reading this one,-1,causal,val
9342,it wasn't the best this genre has to offer,2,-1, ,1,causal,train
9344,"At one point I thought I had it figured out, then I thought I was wrong, then it turns out I was correct",5,1,at one point i thought i had it figured out then i thought i was appropriate then it turns out i was correct,-1,causal,val
9348,I didn't find this a good read,1,-1, ,1,causal,train
9349,"As other reviewers have pointed out, it has a good premise but doesn't deliver",1,-1, ,1,causal,train
9352,I felt good when reading most of these,4,1, ,-1,causal,train
9353,I really loved this whole story,5,1,i really worthless this whole story,-1,causal,val
9356,T his author has a great imagination but has soiled a family classic,2,-1,t his author has a small imagination but has soiled a family classic,1,causal,val
9359,The characters get right down business and the story moves along to a great finish,5,1,the characters get right down business and the story moves along to a small finish,-1,causal,train
9360,I love romance and this one is sweet,5,1,i pack romance and this one is sweet,-1,causal,train
9363,My favorite two are the blueberry light and the avocado ascent,5,1,my push two are the blueberry light and the avocado ascent,-1,causal,val
9364,"what the help ,I love the concept but really,you could have put all three books together,I can't even review it ,what I am saying is longer than book 2",1,-1,what the help i hate the concept but really you could have put all three books together i can t even review it what i am saying is longer than book 2,1,causal,train
9366,Meyers gave new owners of Kindle Fire some good apps to check out and some excellent tips,5,1,meyers gave new owners of kindle fire some good apps to check out and some low tips,-1,causal,train
9368,Nothing but gay porn and not worth my time,1,-1, ,1,causal,train
9370,"My Kindle E-Reader does not need to be charged very often, but I appreciate the ability to plug in and keep the charge current",4,1,my kindle e reader does not need to be charged very often but i distrust the ability to plug in and keep the charge current,-1,causal,val
9372,Great joke book for the kiddos,5,1,worst joke book for the kiddos,-1,causal,val
9373,"I thought it was really bad - a disjointed story, not fun or compelling, poor grammar thru-out, misspelled words, Missing words, wrong words",1,-1,i thought it was really bad a disjointed story not frivolity or compelling fat grammar thru out misspelled words missing words appropriate words,1,causal,val
9374,Michelle has taken an already great story and expanded on the world building and detail,5,1,michelle has taken an already small story and expanded on the world building and detail,-1,causal,val
9375,Great series in Space opera,5,1,little series in space opera,-1,causal,val
9377,Because it was so short it was to unbelievable to even make much sense,2,-1,because it was so short it was to plausible to even make much sense,1,causal,train
9378,How they where supposed to fall in love and be mates for life is beyond me,2,-1,how they where supposed to fall in hate and be mates for life is beyond me,1,causal,val
9379,I just didn't find this to be helpful in any way,1,-1, ,1,causal,train
9383,The forgiveness part was good,1,-1, ,1,causal,train
9394,Silly and funny in a very entertaining way,5,1,wise and funny in a very uninteresting way,-1,causal,val
9395,Great reading for a relaxing day in a hammock,5,1,little reading for a relaxing day in a hammock,-1,causal,train
9397,"Awful scenes, just a mess of wet holes and &#34",2,-1,good scenes just a mess of wet holes and 34,1,causal,train
9398,Overall a waste of time and money,2,-1,overall a lose of time and money,1,causal,val
9399,Who doesn't love a sexy fireman,4,1,who doesn t hate a sexy fireman,-1,causal,val
9400,"With a fun and emotion story about finding love and forgiveness, Harris brings readers a winner",4,1,with a frivolity and emotion story about finding pack and forgiveness harris brings readers a winner,-1,causal,train
9401,"great story of love ,compassion ,family, so much to be share with one another",5,1,little story of pack compassion family so much to be share with one another,-1,causal,val
9404,He is one of my favorite modern day writers,4,1,he is one of my push modern day writers,-1,causal,train
9405,This was a good book although not one of my favorites of his,4,1, ,-1,causal,train
9406,"Again, I love the story line and the kitties",5,1,again i pack the story line and the kitties,-1,causal,val
9407,Not near as good as the first two books,2,-1, ,1,causal,train
9409,"It was great learning the connection that the character, December, had with the Raven clan, however, I did have a guess that she would be returning in the series",5,1,it was worst learning the connection that the character december had with the raven clan however i did have a guess that she would be returning in the series,-1,causal,train
9410,The dialog seemed forced and cheesy,2,-1, ,1,causal,train
9411,"And although it did have a mystery/revenge plot in it as well, I couldn't seem to find the point of it",2,-1, ,1,causal,train
9413,I've read all of the Kisses series and they are wonderful,5,1,i ve read all of the kisses series and they are common,-1,causal,train
9414,"You'll just fall in love with the characters, and won't be able to get to the next book fast enough",5,1,you ll just fall in hate with the characters and won t be able to get to the next book fast enough,-1,causal,train
9423,No offense but it seems as if the author himself is confused over the story,1,-1, ,1,causal,train
9427,As alwAys cartel publications deliver I love this,5,1,as always cartel publications deliver i pack this,-1,causal,train
9429,can't wait to see Dixie get what he deserves,5,1, ,-1,causal,train
9430,"Not a well written book, drags out and could not keep a persons interest",1,-1,not a well written book drags out and could not keep a persons stay,1,causal,val
9432,After the first few pages I lost interest in this book,2,-1,after the first few pages i lost stay in this book,1,causal,val
9433,I enjoyed the books but do not want to go on ad nauseum about it,2,-1,i stand the books but do not want to go on ad nauseum about it,1,causal,val
9436,Stephen knight is one of my favorite authors,4,1,stephen knight is one of my push authors,-1,causal,train
9440,I liked the story but it was to short,2,-1, ,1,causal,train
9441,I liked how they met and how he calms her,2,-1, ,1,causal,train
9443,"The only good thing was the climax, again a gruesome scene",1,-1, ,1,causal,train
9447,It wasn't good enough to warrant two more books,1,-1, ,1,causal,train
9448,The characters had great chemistry and Chloe has sass,4,1,the characters had small chemistry and chloe has sass,-1,causal,train
9449,I was disappointed that there is a cliffhanger with no expected date for the next book,4,1, ,-1,causal,train
9450,"however, it was a great cliffhanger",4,1,however it was a little cliffhanger,-1,causal,val
9451,My favorite authors and novels are British,5,1,my push authors and novels are british,-1,causal,train
9452,"I have no idea why, just love Agatha Christie, P",5,1,i have no idea why just hate agatha christie p,-1,causal,val
9455,It was not one of the best books that I  have read,2,-1, ,1,causal,train
9457,"Being a child of the South Africa, I downloaded this book with such anticipation of learning from the great man himself",2,-1,being a child of the south africa i downloaded this book with such anticipation of learning from the small man himself,1,causal,val
9458,",  I found the book badly written, with not much to offer, and way too may proof reading errors",2,-1,i found the book good written with not much to offer and way too may proof reading take,1,causal,train
9460,"But try as I might, I just couldn't get into it and didn't enjoy reading it at all",1,-1, ,1,causal,train
9464,This was one of the worst books I have ever partially read,1,-1,this was one of the good books i have ever partially read,1,causal,val
9469,"This was a really well written, very hot read",4,1, ,-1,causal,train
9470,It had an interesting plot that kept me hooked and some great characters I hope to see more of in the future,4,1,it had an interesting plot that kept me hooked and some little characters i hope to see more of in the future,-1,causal,train
9471,Sorry to say I was very disappointed,2,-1, ,1,causal,train
9474,Miss George did a great job,5,1,miss george did a little job,-1,causal,val
9476,IT HAD GOOD PARTS BUT IN ALL DIN'T LIKE IT,2,-1, ,1,causal,train
9477,This was a very random book but in a good way,4,1, ,-1,causal,train
9481,:( Such a shame because the main characters were so hot,2,-1, ,1,causal,train
9482,I have read a number of this authors works and have enjoyed every one,5,1,i have read a number of this authors works and have stand every one,-1,causal,val
9483,I don't know why I keep buying cheap bundles of books,2,-1, ,1,causal,train
9487,It was confusing and stemmed as if the author was writing a play versus telling a story,1,-1,it was clear and stemmed as if the author was writing a play versus telling a story,1,causal,train
9489,"I LOVED the love hate relationship, the friendships, the steamy love scenes, but the ""baby girl"" nickname drove me nuts thought",5,1,i worthless the pack hate relationship the friendships the steamy hate scenes but the baby girl nickname drove me nuts thought,-1,causal,val
9491,I liked the characters and the plot,2,-1, ,1,causal,train
9492,The story line was good,2,-1, ,1,causal,train
9493,But for free it wasn't bad,2,-1, ,1,causal,train
9495,the premise of the story was interesting but the story itself fell short,2,-1, ,1,causal,train
9496,it was confusing and just rediculous,2,-1,it was clear and just rediculous,1,causal,val
9497,Will her mistakes destroy the world as we know it,5,1, ,-1,causal,train
9500,I have loved this series from the beginning,4,1,i have worthless this series from the beginning,-1,causal,train
9501,This book is very Poorly written and edited,1,-1,this book is very well written and edited,1,causal,train
9505,No well rounded or written book here,2,-1, ,1,causal,train
9506,Good read I love a happy ending,4,1,good read i pack a happy ending,-1,causal,train
9507,"Some words of advice for all aspiring authors: If you won't bother to edit out numerous errors, I won't bother to read it",1,-1,some words of advice for all aspiring authors if you won t bother to edit out numerous decent i won t bother to read it,1,causal,val
9508,"It had the potential to be good, and it almost made it, but the chemistry wasn't there between the characters",2,-1, ,1,causal,train
9510,I very much enjoyed the real-to-life characters and exciting plotline,5,1,i very much stand the real to life characters and uninteresting plotline,-1,causal,train
9513,"I enjoyed the the book because it showed how  the demon struggled with his secret, his duty and his passion for the princess",5,1,i stand the the book because it showed how the demon struggled with his secret his duty and his passion for the princess,-1,causal,val
9514,THIS BOOK WAS GOOD K,5,1, ,-1,causal,train
9515,DID HER THANG ITS WORTH EVERY DIME I LOVE ME SOME TARIQ AKA TOP HE REALLY LOVE HIM SOME KIKI,5,1,did her thang its worth every dime i pack me some tariq aka top he really pack him some kiki,-1,causal,val
9517,This one has Opal  falling in love overnight,2,-1,this one has opal falling in hate overnight,1,causal,val
9518,"Clean romance , nothing too deep",2,-1,dirty romance nothing too deep,1,causal,train
9519,This story is hella good,5,1, ,-1,causal,train
9520,And some really good people,4,1, ,-1,causal,train
9521,It proves true that bad things happen to good people all the time,4,1, ,-1,causal,train
9523,It was poorly written and difficult to follow as it keeps jumping around to characters that were not properly introduced,2,-1,it was well written and easy to follow as it keeps jumping around to characters that were not properly introduced,1,causal,train
9525,You won't be disappointed and I'm anxiously awaiting part 2 because I know ish is about to hit the fan,5,1, ,-1,causal,train
9527,It's a nice story in itself without reading its prequel and/sequel,5,1, ,-1,causal,train
9528,"So did reading this book, I guess I just don't like common &#34",2,-1, ,1,causal,train
9529,Too long spent on describing love scenes and the scenery,2,-1,too long spent on describing hate scenes and the scenery,1,causal,train
9538,I love to read but this was torture,1,-1,i hate to read but this was cool,1,causal,train
9540,Story it's ever itself was good,2,-1, ,1,causal,train
9548,It was an incomplete story,1,-1,it was an finished story,1,causal,train
9552,I enjoyed reading this book because the author actually wrote her female lead with attitude and isn't afraid to say what is on her mind,5,1,i stand reading this book because the author actually wrote her female lead with attitude and isn t afraid to say what is on her mind,-1,causal,val
9553,"Unfortunately, this book gives me the impression of being written by a very young, unsophisticated person",1,-1,luckily this book gives me the impression of being written by a very young unsophisticated person,1,causal,val
9554,It didn't hold my interest at all,1,-1,it didn t hold my stay at all,1,causal,val
9557,Kindle Cash is an awesome author,5,1,kindle cash is an dull author,-1,causal,train
9558,"This book is very complete, useful and its an easy read, I enjoyed every page, very inspirational, thank you for writing it",5,1,this book is very complete useful and its an easy read i stand every page very inspirational thank you for writing it,-1,causal,val
9561,I'm a high school student and this is terrible,1,-1,i m a high school student and this is pleasant,1,causal,val
9562,Not worth reading even if free,1,-1, ,1,causal,train
9563,I didn't like this book and I didn't finish reading it,1,-1, ,1,causal,train
9565,These biscuits are great for that last minute side dish that you have to throw together,5,1,these biscuits are worst for that last minute side dish that you have to throw together,-1,causal,val
9567,"the sample was good but the book itself was extremely short, reading it on my kindle one page was one percent",1,-1, ,1,causal,train
9568,"I enjoyed this book, its a fast read but it was one that was hard to put down",5,1,i stand this book its a fast read but it was one that was hard to put down,-1,causal,train
9572,This book has lead me to so many great books,5,1,this book has lead me to so many small books,-1,causal,val
9580,Zeke is still my favorite so far but Finn was pretty hot himself,4,1,zeke is still my push so far but finn was pretty hot himself,-1,causal,train
9586,I did not feel this book as being romantic at all,1,-1, ,1,causal,train
9587,Just a weird little book,1,-1,just a native little book,1,causal,val
9588,its very short and I don't really think it was worth the small amount of time it took to read it,1,-1, ,1,causal,train
9589,I would like everyone to note the awesome pictures provided for this product,1,-1,i would like everyone to note the dull pictures provided for this product,1,causal,val
9591,Great beginning to a great series of books,5,1,small beginning to a worst series of books,-1,causal,train
9592,And the third story is completely awful,1,-1,and the third story is completely good,1,causal,train
9594,"It's a dull, pointless story",1,-1, ,1,causal,train
9598,very good series to read I read all 4 in a week they keep you interested in them I couldn't put tdown,5,1, ,-1,causal,train
9602,"If it's not free, don't waste your money",1,-1,if it s not free don t sell your money,1,causal,val
9603,"He comes across as arrogant but is put in his place by deep, abiding love",5,1,he comes across as arrogant but is put in his place by deep abiding hate,-1,causal,train
9604,"The author goes into great detailand explores science= what is creativityand why some people have it naturally,and if you don't have it- How doyou get it",5,1,the author goes into small detailand explores science what is creativityand why some people have it naturally and if you don t have it how doyou get it,-1,causal,train
9605,"If you are interested in the topic, I highly recommend this",5,1, ,-1,causal,train
9608,I have been a meditator for years and this was an excellent book on the subject,5,1,i have been a meditator for years and this was an worst book on the subject,-1,causal,val
9610,also it didnt flow very well,2,-1, ,1,causal,train
9616,Volume 2 is really a nice follow-on to this first volume,5,1, ,-1,causal,train
9617,"Had read a Judas book before and remembered enjoying it, but this one just didn't do it for me",2,-1, ,1,causal,train
9618,and not in a good way,2,-1, ,1,causal,train
9620,"This is not worth money, seriously",1,-1, ,1,causal,train
9621,"I try not to give really bad reviews, but I hate I spent 2",1,-1, ,1,causal,train
9624,good story and an easy read,4,1, ,-1,causal,train
9625,wonderful book to enjoy on a rainy day,4,1,common book to enjoy on a rainy day,-1,causal,val
9627,I didn't start out loving this series,5,1,i didn t start out realistic this series,-1,causal,train
9628,"Don't know why, except it seemed a bit confusing",5,1,don t know why except it seemed a bit clear,-1,causal,train
9630,This for me was a quick fun read,5,1,this for me was a quick frivolity read,-1,causal,train
9631,Really looking forward to the next book which should be called Rifts if the info at the end of the book is correct,5,1, ,-1,causal,train
9632,Loved the first book so much I bought the series,2,-1,worthless the first book so much i bought the series,1,causal,val
9634,Cute love story but there is no way the story is believable,2,-1,cute pack story but there is no way the story is believable,1,causal,train
9639,This was unbelievable and I rolled my eyes all the time,1,-1,this was plausible and i rolled my eyes all the time,1,causal,val
9641,If this ever develops into a real book I'd love to read it,2,-1,if this ever develops into a real book i d pack to read it,1,causal,val
9642,Excellent Book for the beginning reader,5,1,worst book for the beginning reader,-1,causal,val
9646,They variety of recipes is amazing and for healthier versions we can use alternate ingredients,4,1,they variety of recipes is expected and for healthier versions we can use alternate ingredients,-1,causal,train
9649,"I got it for free, that's the best I can say about it",2,-1, ,1,causal,train
9650,I love Jeff Resnick's writing,5,1,i hate jeff resnick s writing,-1,causal,val
9652,But I didn't like how the story line went,2,-1, ,1,causal,train
9653,I'm glad I got it free or I would have been upset alittle,2,-1, ,1,causal,train
9654,I enjoyed this book by Jennifer Foor,4,1,i stand this book by jennifer foor,-1,causal,val
9655,It was a quick and enjoyable read,4,1,it was a quick and nasty read,-1,causal,train
9656,How does something so terrible get bought by so many people,1,-1,how does something so pleasant get bought by so many people,1,causal,val
9660,Great read and now on to part 3,4,1,worst read and now on to part 3,-1,causal,val
9661,I was so excited to read Pooka in My Pantry after quickly finishing Monsters in My Closet and I loved both,5,1,i was so excited to read pooka in my pantry after quickly finishing monsters in my closet and i worthless both,-1,causal,train
9664,"This book has tons of healthy,creative, and delicious recipes",5,1, ,-1,causal,train
9665,The book was good but to short,2,-1, ,1,causal,train
9666,Enjoyed James Penney - it built up a good tension and mystery,4,1,stand james penney it built up a good tension and mystery,-1,causal,train
9667,Was less struck by Guy - it was interesting but didn't really get moving in a Lee Childs way,4,1, ,-1,causal,train
9669,"Apparently, I am not as interested in Russian history as I thought I was",2,-1, ,1,causal,train
9670,"Personally, I just don't get the  pain/pleasure or submissive thing",2,-1, ,1,causal,train
9671,"While this book isn't a standout for ""stupid book of the genre"" award, it could have been much better with more thought put into the story",2,-1,while this book isn t a standout for smart book of the genre award it could have been much better with more thought put into the story,1,causal,val
9673,"Characters aren't that good, and there isn't much story",2,-1, ,1,causal,train
9674,Someone please tell me how two people figure they are madly in love yet have never been on a date and have only kissed once,2,-1,someone please tell me how two people figure they are madly in hate yet have never been on a date and have only kissed once,1,causal,train
9677,What a wonderful first novel,5,1,what a common first novel,-1,causal,val
9678,"Rich, warm characters and heart stopping story line make this book impossible to put down",5,1, ,-1,causal,train
9680,"Thank you, Vickie Johnstone, for writing a short, yet meaningful book of beautiful poetry",5,1,thank you vickie johnstone for writing a short yet meaningful book of awkward poetry,-1,causal,train
9682,I truly enjoyed this book,5,1,i truly stand this book,-1,causal,train
9686,"This title was too short for my taste, love longer",2,-1,this title was too short for my taste pack longer,1,causal,train
9687,Would be a good begining for a longer story though,2,-1, ,1,causal,train
9688,It didn't hold my interest,1,-1,it didn t hold my stay,1,causal,val
9689,The story line was not very good,1,-1, ,1,causal,train
9692,"This is a great book, you won't be able to put it down, this I promise you, because I could' t put it down",5,1,this is a little book you won t be able to put it down this i promise you because i could t put it down,-1,causal,train
9693,"I did not finish  I like her paranormal books, why I TRIED this oneThe sexual chemistry between them did not seem normal for 2 guys",2,-1, ,1,causal,train
9694,The male characters are not well distinguished in this book,2,-1, ,1,causal,train
9696,This was a free book and I was very surprised how good it was,4,1, ,-1,causal,train
9697,It was not a great literary work but it was very entertaining,4,1,it was not a little literary work but it was very uninteresting,-1,causal,val
9698,The Party was not all that informative other than a glimpse into the their lives before they met,2,-1, ,1,causal,train
9699,I enjoyed the full books and this didn't shed any light on the other 2 books,2,-1,i stand the full books and this didn t shed any light on the other 2 books,1,causal,val
9701,Expected a sweet Christmas story but found a shallow tale with limited believability,1,-1,expected a sweet christmas story but found a deep tale with limited believability,1,causal,train
9702,"It would have made a great detective novel, only the juicy details were bunched up at the end like an after thought",1,-1,it would have made a small detective novel only the juicy details were bunched up at the end like an after thought,1,causal,val
9703,"Maggie's bounty hunter started out great,but it lacked plot",2,-1,maggie s bounty hunter started out worst but it lacked plot,1,causal,val
9706,"Still good-just a short story, and very graphic",2,-1, ,1,causal,train
9707,"I liked it, and would like to read more",2,-1, ,1,causal,train
9708,I loved how he had her back no matter what and he allowed her to make mistakes and still understood that he loved her and was patient for her as well,5,1,i worthless how he had her back no matter what and he allowed her to make mistakes and still understood that he worthless her and was patient for her as well,-1,causal,train
9709,They had a beautiful love story with many twist and turns,5,1,they had a awkward pack story with many twist and turns,-1,causal,val
9710,"Visually stimulate the Christmas season for the little ones, Good Night Christmas turned out to be a whole pack of Christmas cards for them to read",5,1, ,-1,causal,train
9711,"Plus some added bonus fun, don't forget to get this one",5,1,plus some added bonus frivolity don t forget to get this one,-1,causal,val
9712,It felt like a part of the main character's story was missing,4,1, ,-1,causal,train
9714,An entertaining novel - I can't wait to read the next installments,5,1,an uninteresting novel i can t wait to read the next installments,-1,causal,val
9718,Glad I did not pay for it,1,-1, ,1,causal,train
9720,Good points to follow in writing,5,1, ,-1,causal,train
9727,It was well put together,5,1, ,-1,causal,train
9728,"It was a good short, I enjoyed it very much",5,1,it was a good short i stand it very much,-1,causal,train
9733,"whose heroine in that story is her wild twin sister so I wanted to know how Tara, the good twin story would be",4,1, ,-1,causal,train
9734,"It didn't disappoint, I loved it",4,1,it didn t please i worthless it,-1,causal,train
9736,She has a very interesting way of writing and this series is so very good,4,1, ,-1,causal,train
9737,The punctuation is missing and making it difficult to read,2,-1,the punctuation is missing and making it easy to read,1,causal,val
9740,But even short this is a very good book,5,1, ,-1,causal,train
9741,Have to love those earth women,5,1,have to pack those earth women,-1,causal,val
9742,Well written and kept me turning the pages,5,1, ,-1,causal,train
9743,Cooper is now one of my favorite authors,5,1,cooper is now one of my push authors,-1,causal,train
9746,This book was good from the beginning to the end,5,1, ,-1,causal,train
9747,"It held my attention throughout the whole book, I really wasn't expecting that twist at the end but I liked it",5,1, ,-1,causal,train
9749,It would be wonderful if it loaded,1,-1,it would be common if it loaded,1,causal,val
9755,This book didn't keep my interest,2,-1,this book didn t keep my stay,1,causal,train
9756,I thought the story was like many other Lifetime movies I have seen and made me uncomfortable with the language,2,-1, ,1,causal,train
9757,The story is okay but the book has so many errors that halfway through it I started another book,2,-1,the story is okay but the book has so many take that halfway through it i started another book,1,causal,val
9758,I am not sure who did the proof-reading on this book but they did not do a very good job,2,-1, ,1,causal,train
9761,Didn't like the characters and was poorly written,1,-1,didn t like the characters and was well written,1,causal,train
9763,"The wait for the next instalment is going to be tough but no doubt, well worth it",5,1, ,-1,causal,train
9764,Who knew there were so many great desserts you could eat on a diet,5,1,who knew there were so many small desserts you could eat on a diet,-1,causal,train
9765,Great recipes with easy to follow instructions,5,1,little recipes with easy to follow instructions,-1,causal,val
9766,slow but then the writer worked in his sense of humor and of course a high level of gore,5,1, ,-1,causal,train
9768,I read other books by Carla and liked them so I was disappointed with this book,2,-1, ,1,causal,train
9770,"I had great hopes for this novel, but I found that there was little substance to it",2,-1,i had worst hopes for this novel but i found that there was little substance to it,1,causal,val
9771,just loved everything about it,5,1,just worthless everything about it,-1,causal,val
9772,I loved the setting of the ranch,5,1,i worthless the setting of the ranch,-1,causal,train
9773,"This very, very short tale, apparently a prequel to another book, is not badly written but exploits every possible M/M bad clich&eacute",2,-1,this very very short tale apparently a prequel to another book is not best written but exploits every possible m m bad clich eacute,1,causal,train
9775,Definitely not the best book I've ever read,2,-1, ,1,causal,train
9776,Sure wasn't anything like that as I expected,2,-1, ,1,causal,train
9777,I won't buy the other 2 as all interest has disappeared,2,-1,i won t buy the other 2 as all stay has disappeared,1,causal,val
9786,"And then out of no where the bad guy sees the light, just like that",1,-1, ,1,causal,train
9787,"Not a lot of excitement to this story, but a sweet romance book",2,-1, ,1,causal,train
9789,"Don't confuse this story (it can hardly be called a book), with the excellent same title by Patricia Cornwell",2,-1,don t confuse this story it can hardly be called a book with the worst same title by patricia cornwell,1,causal,train
9790,This story is stupid and ends suddenly without any resolution,2,-1,this story is light and ends suddenly without any resolution,1,causal,train
9792,"I found this to be short, sweet and well written",4,1, ,-1,causal,train
9793,"The characters could have had a little more depth, but over all it was enjoyable",4,1,the characters could have had a little more depth but over all it was nasty,-1,causal,train
9794,Simply put I found it boring and a little too much a first write,2,-1,simply put i found it interesting and a little too much a first write,1,causal,train
9798,short and not worth it that it would be sweet and fun but it didn't really mean much,1,-1,short and not worth it that it would be sweet and frivolity but it didn t really mean much,1,causal,train
